申论题ID,年份,考试类型,地区/系统,卷别/类别,题号,子题号,题型一级,题型二级,题干_V3可用版,作答要求_V3可用版,材料范围,分值,字数要求,主题标签,关联材料编号,来源文件,V3置信度,V3清洗动作,V3问题标记
SL-00688,2015,省考,广东,通用卷,6,,归纳概括,概括要点,"请根据材料1,概括说明A镇在建立乡镇(街道)领导干部驻点普遍直接联系群众制度中的具体做法。",总结全面，概括准确;表达清晰;篇幅不超过200字。,"1,",,不超过200字,基层治理；群众工作,广东-2015-未知-M30,2015年广东公务员考试《申论》真题卷及答案（乡镇级）两套答案.pdf,高,通过强清洗，可进入候选池,
SL-00689,2015,省考,广东,通用卷,7,,归纳概括,概括要点,"假如你是B镇政府的一名干部，在今年强对流天气多发季节到来前，镇领导安排你负责做好防灾减
灾工作，请根据材料2,列出今年防台风工作的重点。",考虑全面，安排合理;符合实际，有效可行;篇幅不超过200字。,"2,",,不超过200字,,广东-2015-未知-M30,2015年广东公务员考试《申论》真题卷及答案（乡镇级）两套答案.pdf,高,通过强清洗，可进入候选池,
SL-00695,2015,省考,广东,通用卷,9,,综合分析,解释评价/启示分析,"请根据材料4,分析说明D县在加强农村基层治理方面取得的成功经验。",分析全面，说明透彻;条理清晰，表达准确;篇幅不超过300字。,"4,",,不超过300字,基层治理；乡村振兴,广东-2015-未知-M30,2015年广东公务员考试《申论》真题卷及答案（乡镇级）两套答案.pdf,高,通过强清洗，可进入候选池,
SL-00696,2015,省考,广东,县级卷,1,,归纳概括,概括要点,"请根据材料2，简要概
括A市推行权利清单制度取得的效果。（10分）",概括全面、准确，条理清晰。篇幅不超过100字。,2，；4，；6，,10,不超过100字,,,2015年广东公务员考试《申论》真题卷及答案（县级）两套答案.pdf,高,通过强清洗，可进入候选池,
SL-00698,2016,省考,广东,通用卷,2,,提出对策,对策措施,"请根据资料6，就进一步加强网络诚信建设提出建
议。（20分）",建议合理、有针对性，条理清晰，表达准确。篇幅不超过200字。,6，；3；3,20,不超过200字,基层治理；法治政府；文化教育,广东-2016-未知-M30；广东-2016-未知-M1；广东-2016-未知-M2；广东-2016-未知-M3；广东-2016-未知-M4；广东-2016-未知-M6,2016年广东公务员考试《申论》真题卷及答案（乡镇级）含详细解析.pdf,高,通过强清洗，可进入候选池,
SL-00699,2016,省考,广东,县级卷,1,,文章写作,大作文/议论文,"请根据全部给定材料（仅限给定材料）【①根据全篇材料，提炼观点并对其进行论证；②“仅限给定材料”，
说明挖掘材料可以得高分。由此可见，广东申论写作客观性极强】，以“提高创新能力，促进创新发展”为题，
【①命题作文，题目无须自拟；②主题为创新；③标题中都是对策，所以作文重点写对策，即：如何提高、如何
创新】写一篇策论文。【确定作文侧重写对策，根据广东考情，对策全部从材料中找就可以。正面材料可直接概
括对策要点，负面材料由问题反推出对策】（本题50分）","（1）对策合理，有针对性【根据材料直接摘抄概括对策，或者由问题反推对策】。
（2）条理清晰，论证严密，合乎逻辑【①文章整体结构体现总分总、总分、分总形式；论点之间体现并列、
递进关系；②要有论证过程：提出论点，分析论证论点，提出具体措施】。
（3）结构完整，表达准确，行文流畅【①形式上：标题-开头-正文-结尾；内容上：提出问题-分析问题-解
决问题；②紧扣材料，摘抄整合关键词，高度概括；语句通顺，无错字病句，段与段之间过渡承接自然】。
（4）篇幅在800-1000字。",，；，,50,800-1000字,科技创新,广东-2016-县级-M30；广东-2016-县级-M1；广东-2016-县级-M3；广东-2016-县级-M4；广东-2016-县级-M2；广东-2016-县级-M5；广东-2016-县级-M6；广东-2016-县级-M7；广东-2016-县级-M8；广东-2016-县级-M9；广东-2016-县级-M10；广东-2016-县级-M11；广东-2016-县级-M12,2016年广东公务员考试《申论》真题卷及答案（县级）含详细解析.pdf,高,通过强清洗，可进入候选池,
SL-00700,2017,省考,广东,通用卷,1,,归纳概括,概括要点,请根据材料1-3，指出分享经济的发展对我国经济社会产生的积极影响。（本题20分）,1.概括全面、准确;2.条理清晰;3.篇幅不超过200字。,1-3，；5-7，；，,20,不超过200字,基层治理；经济发展,广东-2017-未知-M30,2017年广东公务员考试《申论》真题卷及答案（乡镇级）.pdf,高,通过强清洗，可进入候选池,
SL-00701,2017,省考,广东,县级卷,1,.1,综合分析,解释评价/启示分析,"篇幅不超过300字。
问题二：根据给定材料2，分析说明B镇推动菠萝产业发展的成功经验。（30分）
要求","1.归纳全面，准确；2.条理清楚；3.语言流畅；
4.篇幅不超过300字。",1；2，；3，,30,不超过300字,文化教育；经济发展,广东-2017-县级-M30,2017年广东公务员考试《申论》真题卷及答案（县级）.pdf,高,通过强清洗，可进入候选池,
SL-00702,2017,省考,广东,县级卷,1,.2,提出对策,对策措施,"分析全面，说明透彻；2.条例清晰，表达准确，3.篇幅不超过300字。
问题三：请根据材料3，就破解C镇休闲旅游发展难题提出对策。（40分）
要求","1.归纳全面，准确；2.条理清楚；3.语言流畅；
4.篇幅不超过300字。",1；2，；3，,30,不超过300字,文化教育；经济发展,广东-2017-县级-M30,2017年广东公务员考试《申论》真题卷及答案（县级）.pdf,高,通过强清洗，可进入候选池,
SL-00704,2018,省考,广东,通用卷,1,,归纳概括,概括要点,请根据材料1，总结广东技工教育的经验做法，并简要说明。（本题20分）,总结全面，表达准确，条理清晰。篇幅不超过200字。,1，；2、3、4，；1，,20,不超过200字,公共服务；文化教育；经济发展,,2018年广东公务员考试《申论》真题及答案.pdf,高,通过强清洗，可进入候选池,
SL-00714,2021,省考,广东,县级卷,1,,归纳概括,概括要点,"请根据材料2，概括“数字政府”建设在优化政府管理与服务中的作用。
（20 分）",概括全面、准确，条理清晰；篇幅不超过200 字。,2，；5；，,20,不超过200字,科技创新；经济发展,广东-2021-县级-M1；广东-2021-县级-M2；广东-2021-县级-M3；广东-2021-县级-M4；广东-2021-县级-M5；广东-2021-县级-M6；广东-2021-县级-M7,2021年广东省公务员考试申论真题及答案（县级卷）.pdf,高,通过强清洗，可进入候选池,
SL-00716,2022,省考,广东,通用卷,1,1,归纳概括,概括要点,根据给定材料，简要概括大坪镇新时代文明实践所的作用。（ 分）,概括全面、表达准确、条理清晰；篇幅不超过 字。,，,,,文化教育,,2022年广东省公务员考试申论真题及答案（乡镇卷）.pdf,高,通过强清洗，可进入候选池,
SL-00717,2022,省考,广东,通用卷,1,2,归纳概括,概括要点,"根据给定材料，谈谈小林村的 美 主要体现在哪些方面。（ 分）
“ ” 15",概括全面，提炼准确，条理清晰，篇幅不超过 字。,，,,,基层治理,,2022年广东省公务员考试申论真题及答案（乡镇卷）.pdf,高,通过强清洗，可进入候选池,
SL-00718,2022,省考,广东,通用卷,1,3,归纳概括,概括要点,"突遇寒潮天气，福垌村百香果受灾严重，大坪镇应如何应对？根据给定材料，列出工作
要点。（ 分）",考虑全面，切实可行，有针对性；篇幅不超过 字。,，,,,基层治理,,2022年广东省公务员考试申论真题及答案（乡镇卷）.pdf,高,通过强清洗，可进入候选池,
SL-00719,2022,省考,广东,通用卷,1,4,综合分析,解释评价/启示分析,"根据给定材料，假如你是大坪镇新入职干部，这次撂荒耕地复耕复种工作的顺利完成，
对你今后做好基层工作有哪些启示？（ 分）",观点正确，理解深刻，条理清晰，篇幅不超过 字。,，,,,基层治理,,2022年广东省公务员考试申论真题及答案（乡镇卷）.pdf,高,通过强清洗，可进入候选池,
SL-00720,2022,省考,广东,通用卷,1,5,提出对策,对策措施,根据给定材料中宋霞了解到的情况，为大坪镇进一步推进农业现代化提出建议。（ 分）,考虑全面、有针对性、可行性强；篇幅不超过 字。,,,,乡村振兴,,2022年广东省公务员考试申论真题及答案（乡镇卷）.pdf,高,通过强清洗，可进入候选池,
SL-00723,2000,省考,广东,通用卷,1,1,归纳概括,概括要点,"请根据材料2，概括2024年全省高质量发展大会上，广东就“推进产业科技创新、发
展新质生产力”提出的主要举措。（20分）",要求：概括全面、准确，条理清晰。篇幅不超过200字。,2，,20,不超过200字,科技创新；经济发展,,2024 年公务员广东省考《申论》题（一卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00724,2000,省考,广东,通用卷,1,2,提出对策,对策措施,"假如你是G市高质量发展座谈会组织人员。请根据材料8中的与会代表发言，梳理问
题并提出相应对策建议。（30分）","1.紧扣材料，梳理全面，对策建议具有针对性、合理性。2.表达准确，条理清晰。篇
幅不超过300字。",8；，,30,不超过300字,,,2024 年公务员广东省考《申论》题（一卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00725,2000,省考,广东,通用卷,1,3,文章写作,大作文/议论文,"2023年4月，习近平总书记在广东视察时强调，实现高水平科技自立自强，是中国式
第 8 页 共 11 页
现代化建设的关键；广东要在提升科技自立自强能力方面继续走在全国前列。请结合给定
材料，联系广东实际，围绕“高水平科技自立自强”，自拟题目，撰写一篇议论文。（50
分）","1.紧扣主题，思想深刻。2.论点鲜明，论据确凿，论证严密、合乎逻辑。3.与给定材
料联系紧密。4.结构完整，条理清晰，行文流畅，篇幅1000字左右。
第 9 页 共 11 页
2024 年公务员广东省考《申论》题（一卷）",，,50,1000字左右,科技创新,,2024 年公务员广东省考《申论》题（一卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00726,2000,省考,广东,通用卷,1,1,归纳概括,概括要点,"请根据材料2，概括2024年全省高质量发展大会上，广东就“推进产业科技创新、发
展新质生产力”提出的主要举措。(20分)",概括全面、准确、条理清晰，篇幅不超过200字。,2，,20,不超过200字,科技创新；经济发展,,2024 年公务员广东省考《申论》题（二卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00727,2000,省考,广东,通用卷,1,2,提出对策,对策措施,"材料5中反映了Z市在推进“百县千镇万村高质量发展工程”中的一些问题，调研组
拟向领导汇报调研发现问题，并提出对策建议，假如你是调研组员，请草拟汇报主要内容。
(30分)）","(1)汇报内容包括问题和对策建议：(2)紧扣材料，梳理全面，对策建议具有针对性；
(3)表达准确，条理清晰；(4)篇幅不超过300字。",5；，,30,不超过300字,基层治理,,2024 年公务员广东省考《申论》题（二卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00728,2000,省考,广东,通用卷,1,3,文章写作,大作文/议论文,"问题三：高质量发展是全面建设社会主义现代化国家的首要任务，请结合给定材料，
联系实际，围绕“百千万工程”是广东推动高质量发展的头号工程，自拟题目，撰写一篇
议论文。(50分)","1.紧扣主题，思想深刻。2.论点鲜明，论据确凿，论证严密、合乎逻辑。3.与给定材
料联系紧密。4.结构完整，条理清晰，行文流畅，要求字数800-1000字。",，,50,800-1000字,,,2024 年公务员广东省考《申论》题（二卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
